source,target,external_category_id,raw_full_path,decision_status,semantic_category_code,garment_type_code,comparison_family_code,sleeve_length_class,pants_length_class,leggings_length_class,skirt_length_class,body_length_class,app_category_code,app_detail_code,mapping_status,comparison_eligible,decision_reason
"musinsa","UNKNOWN","107003001010","아울렛 > 패션소품 > 가방 > 파우치백","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003001011","아울렛 > 패션소품 > 가방 > 에코백","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003001012","아울렛 > 패션소품 > 가방 > 토트백","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003001013","아울렛 > 패션소품 > 가방 > 지갑/머니클립","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003002","아울렛 > 패션소품 > 모자","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107003002001","아울렛 > 패션소품 > 모자 > 캡/야구모자","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003002002","아울렛 > 패션소품 > 모자 > 헌팅캡/베레모","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003002003","아울렛 > 패션소품 > 모자 > 페도라","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003002004","아울렛 > 패션소품 > 모자 > 버킷/사파리햇","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003002005","아울렛 > 패션소품 > 모자 > 비니","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003002006","아울렛 > 패션소품 > 모자 > 트루퍼","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003002007","아울렛 > 패션소품 > 모자 > 기타 모자","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003005","아울렛 > 패션소품 > 액세서리","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107003005001","아울렛 > 패션소품 > 액세서리 > 기타 액세서리","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003005002","아울렛 > 패션소품 > 액세서리 > 벨트","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003005003","아울렛 > 패션소품 > 액세서리 > 넥타이","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003005004","아울렛 > 패션소품 > 액세서리 > 머플러","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003005005","아울렛 > 패션소품 > 액세서리 > 장갑","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003005006","아울렛 > 패션소품 > 액세서리 > 키링/키케이스","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003005007","아울렛 > 패션소품 > 액세서리 > 스카프/반다나","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003005008","아울렛 > 패션소품 > 액세서리 > 마스크","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003006","아울렛 > 패션소품 > 시계","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107003006001","아울렛 > 패션소품 > 시계 > 기타 시계","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003006002","아울렛 > 패션소품 > 시계 > 디지털","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003006003","아울렛 > 패션소품 > 시계 > 쿼츠 아날로그","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003006004","아울렛 > 패션소품 > 시계 > 오토매틱 아날로그","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003006005","아울렛 > 패션소품 > 시계 > 시계용품","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003007","아울렛 > 패션소품 > 주얼리","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107003007001","아울렛 > 패션소품 > 주얼리 > 팔찌","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003007002","아울렛 > 패션소품 > 주얼리 > 반지","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003007003","아울렛 > 패션소품 > 주얼리 > 목걸이/펜던트","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003007004","아울렛 > 패션소품 > 주얼리 > 귀걸이","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003007005","아울렛 > 패션소품 > 주얼리 > 발찌","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003007006","아울렛 > 패션소품 > 주얼리 > 브로치/배지","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107003007007","아울렛 > 패션소품 > 주얼리 > 헤어 액세서리","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009","아울렛 > 키즈","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009001","아울렛 > 키즈 > 상의","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009001001","아울렛 > 키즈 > 상의 > 맨투맨/스웨트","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009001002","아울렛 > 키즈 > 상의 > 셔츠/블라우스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009001003","아울렛 > 키즈 > 상의 > 후드 티셔츠","confirmed","tops","hoodie","hoodie","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009001004","아울렛 > 키즈 > 상의 > 니트/스웨터","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009001005","아울렛 > 키즈 > 상의 > 피케/카라 티셔츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009001006","아울렛 > 키즈 > 상의 > 긴소매 티셔츠","confirmed","tops","shirt_blouse","shirt_blouse","long_sleeve","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009001007","아울렛 > 키즈 > 상의 > 반소매 티셔츠","confirmed","tops","shirt_blouse","shirt_blouse","short_sleeve","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009001008","아울렛 > 키즈 > 상의 > 민소매 티셔츠","confirmed","tops","shirt_blouse","shirt_blouse","sleeveless","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009001009","아울렛 > 키즈 > 상의 > 기타 상의","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009002","아울렛 > 키즈 > 아우터","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009002001","아울렛 > 키즈 > 아우터 > 카디건","confirmed","tops","cardigan","cardigan","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009002002","아울렛 > 키즈 > 아우터 > 코트","confirmed","outerwear","coat","coat","unknown","unknown","not_applicable","not_applicable","unknown","outerwear","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009002003","아울렛 > 키즈 > 아우터 > 트레이닝 재킷","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009002004","아울렛 > 키즈 > 아우터 > 베스트","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009002005","아울렛 > 키즈 > 아우터 > 점퍼/재킷","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009002006","아울렛 > 키즈 > 아우터 > 기타 아우터","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009003","아울렛 > 키즈 > 바지","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009003001","아울렛 > 키즈 > 바지 > 코튼 팬츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009003002","아울렛 > 키즈 > 바지 > 데님 팬츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009003003","아울렛 > 키즈 > 바지 > 숏 팬츠","confirmed","bottoms","casual_pants","casual_pants","unknown","short_length","not_applicable","not_applicable","unknown","bottoms","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009003004","아울렛 > 키즈 > 바지 > 레깅스","confirmed","leggings","leggings","leggings","unknown","unknown","unknown","not_applicable","unknown","leggings","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009003005","아울렛 > 키즈 > 바지 > 치마바지","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009003006","아울렛 > 키즈 > 바지 > 점프 슈트/오버올","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009003007","아울렛 > 키즈 > 바지 > 트레이닝 팬츠","confirmed","bottoms","casual_pants","casual_pants","unknown","unknown","not_applicable","not_applicable","unknown","bottoms","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009003008","아울렛 > 키즈 > 바지 > 조거 팬츠","confirmed","bottoms","sweat_jogger_pants","sweat_jogger_pants","unknown","unknown","not_applicable","not_applicable","unknown","bottoms","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009003009","아울렛 > 키즈 > 바지 > 기타 바지","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009004","아울렛 > 키즈 > 원피스","confirmed","dresses","dress","dress","unknown","unknown","not_applicable","not_applicable","unknown","dresses","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009005","아울렛 > 키즈 > 스커트","confirmed","skirts","skirt","skirt","unknown","unknown","not_applicable","unknown","unknown","skirts","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107009006","아울렛 > 키즈 > 세트 의류","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009006001","아울렛 > 키즈 > 세트 의류 > 상하복 세트","unsupported","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","unsupported_by_current_app","false","garment requires FitMatch support review"
"musinsa","UNKNOWN","107009006002","아울렛 > 키즈 > 세트 의류 > 정장 세트","unsupported","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","unsupported_by_current_app","false","garment requires FitMatch support review"
"musinsa","UNKNOWN","107009006003","아울렛 > 키즈 > 세트 의류 > 트레이닝복","unsupported","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","unsupported_by_current_app","false","garment requires FitMatch support review"
"musinsa","UNKNOWN","107009007","아울렛 > 키즈 > 12개월 이하","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009007001","아울렛 > 키즈 > 12개월 이하 > 우주복","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009007002","아울렛 > 키즈 > 12개월 이하 > 기타","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009008","아울렛 > 키즈 > 시즌/테마","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009008001","아울렛 > 키즈 > 시즌/테마 > 수영복/래시가드","unsupported","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","unsupported_by_current_app","false","garment requires FitMatch support review"
"musinsa","UNKNOWN","107009008002","아울렛 > 키즈 > 시즌/테마 > 스키복","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009008003","아울렛 > 키즈 > 시즌/테마 > 우의/우산","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009009","아울렛 > 키즈 > 속옷/홈웨어","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009009001","아울렛 > 키즈 > 속옷/홈웨어 > 속옷","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009009002","아울렛 > 키즈 > 속옷/홈웨어 > 홈웨어","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107009010","아울렛 > 키즈 > 신발","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009010001","아울렛 > 키즈 > 신발 > 구두","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009010002","아울렛 > 키즈 > 신발 > 부츠","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009010003","아울렛 > 키즈 > 신발 > 샌들/슬리퍼","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009010004","아울렛 > 키즈 > 신발 > 실내화","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009010005","아울렛 > 키즈 > 신발 > 아쿠아슈즈","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009010006","아울렛 > 키즈 > 신발 > 레인 부츠","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009010007","아울렛 > 키즈 > 신발 > 운동화","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009010008","아울렛 > 키즈 > 신발 > 기타 신발","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009011","아울렛 > 키즈 > 가방/지갑","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009011001","아울렛 > 키즈 > 가방/지갑 > 백팩","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009011002","아울렛 > 키즈 > 가방/지갑 > 크로스백","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009011003","아울렛 > 키즈 > 가방/지갑 > 기타 가방","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009011004","아울렛 > 키즈 > 가방/지갑 > 지갑","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009012","아울렛 > 키즈 > 모자","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009012001","아울렛 > 키즈 > 모자 > 캡/야구모자","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009012002","아울렛 > 키즈 > 모자 > 베레모/비니","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009012003","아울렛 > 키즈 > 모자 > 버킷/사파리햇","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009012004","아울렛 > 키즈 > 모자 > 기타 모자","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009014","아울렛 > 키즈 > 액세서리/소품","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009014001","아울렛 > 키즈 > 액세서리/소품 > 마스크","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009014002","아울렛 > 키즈 > 액세서리/소품 > 머플러/장갑","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009014004","아울렛 > 키즈 > 액세서리/소품 > 기타 액세서리","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009014005","아울렛 > 키즈 > 액세서리/소품 > 팔찌","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009014006","아울렛 > 키즈 > 액세서리/소품 > 반지","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009014007","아울렛 > 키즈 > 액세서리/소품 > 목걸이/팬던트","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009014008","아울렛 > 키즈 > 액세서리/소품 > 헤어 액세서리","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","107009020","아울렛 > 키즈 > 소품","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107009020002","아울렛 > 키즈 > 소품 > 시즌 소품","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011","아울렛 > 스포츠/레저","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107011001","아울렛 > 스포츠/레저 > 상의","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107011001001","아울렛 > 스포츠/레저 > 상의 > 니트/스웨터","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011001002","아울렛 > 스포츠/레저 > 상의 > 긴소매 티셔츠","confirmed","tops","shirt_blouse","shirt_blouse","long_sleeve","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011001003","아울렛 > 스포츠/레저 > 상의 > 나시/민소매 티셔츠","confirmed","tops","shirt_blouse","shirt_blouse","sleeveless","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011001004","아울렛 > 스포츠/레저 > 상의 > 맨투맨/스웨트","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011001005","아울렛 > 스포츠/레저 > 상의 > 반소매 티셔츠","confirmed","tops","shirt_blouse","shirt_blouse","short_sleeve","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011001006","아울렛 > 스포츠/레저 > 상의 > 피케/카라 티셔츠","confirmed","tops","polo_shirt","polo_shirt","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011001007","아울렛 > 스포츠/레저 > 상의 > 후드 티셔츠","confirmed","tops","hoodie","hoodie","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011001008","아울렛 > 스포츠/레저 > 상의 > 기타 상의","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011001009","아울렛 > 스포츠/레저 > 상의 > 브라탑","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011001010","아울렛 > 스포츠/레저 > 상의 > 언더레이어","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011001011","아울렛 > 스포츠/레저 > 상의 > 유니폼","unsupported","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","unsupported_by_current_app","false","garment requires FitMatch support review"
"musinsa","UNKNOWN","107011002","아울렛 > 스포츠/레저 > 하의","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107011002001","아울렛 > 스포츠/레저 > 하의 > 기타 바지","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011002002","아울렛 > 스포츠/레저 > 하의 > 숏 팬츠","confirmed","bottoms","casual_pants","casual_pants","unknown","short_length","not_applicable","not_applicable","unknown","bottoms","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011002003","아울렛 > 스포츠/레저 > 하의 > 조거 팬츠","confirmed","bottoms","sweat_jogger_pants","sweat_jogger_pants","unknown","unknown","not_applicable","not_applicable","unknown","bottoms","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011002004","아울렛 > 스포츠/레저 > 하의 > 트레이닝 팬츠","confirmed","bottoms","casual_pants","casual_pants","unknown","unknown","not_applicable","not_applicable","unknown","bottoms","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011002005","아울렛 > 스포츠/레저 > 하의 > 점프 슈트","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011002006","아울렛 > 스포츠/레저 > 하의 > 유니폼","unsupported","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","unsupported_by_current_app","false","garment requires FitMatch support review"
"musinsa","UNKNOWN","107011002007","아울렛 > 스포츠/레저 > 하의 > 레깅스","confirmed","leggings","leggings","leggings","unknown","unknown","unknown","not_applicable","unknown","leggings","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011002008","아울렛 > 스포츠/레저 > 하의 > 언더레이어","confirmed","bottoms","casual_pants","pants","unknown","unknown","not_applicable","not_applicable","unknown","bottoms","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","107011002009","아울렛 > 스포츠/레저 > 하의 > 오버롤","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011002010","아울렛 > 스포츠/레저 > 하의 > 일자 팬츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","107011003","아울렛 > 스포츠/레저 > 아우터","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","107011003001","아울렛 > 스포츠/레저 > 아우터 > 베스트","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
