provider,category_key,category_path,group_codes,group_labels,disposition,product_count,audience_codes,sample_product_ids,sample_product_names,mapping_basis,notes,source_ids,source_names
uniqlo,uniqlo:57892:57963:141497:141498,WOMEN > 이너웨어 > 코튼 이너탑 > 캐미솔,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,5,WOMEN,E485709|E485710|E485711|E487121|E489044,소프트모달캐미솔(스트라이프)|소프트모달캐미솔(플라워)|소프트모달캐미솔(하트)|포인텔캐미솔|립레이스V넥캐미솔,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""141497"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""141498""}","{""category"": ""undershirts"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""camisole""}"
uniqlo,uniqlo:57892:57963:141497:141499,WOMEN > 이너웨어 > 코튼 이너탑 > 탱크탑,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,6,WOMEN,E484228|E485610|E487118|E487119|E487120,포인텔탱크탑(프린트)|소프트모달탱크탑(레이스포인텔)|립탱크탑(플라워)|크롭스퀘어넥탱크탑|헨리넥탱크탑,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""141497"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""141499""}","{""category"": ""undershirts"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""tanktop""}"
uniqlo,uniqlo:57892:57963:58018:58274,WOMEN > 이너웨어 > 에어리즘 > 탱크탑,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,1,WOMEN,E457912,AIRism탱크탑,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58018"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58274""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""tank top""}"
uniqlo,uniqlo:57892:57963:58018:58275,WOMEN > 이너웨어 > 에어리즘 > 캐미솔,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,1,WOMEN,E482148,AIRism캐미솔,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58018"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58275""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""camisole""}"
uniqlo,uniqlo:57892:57963:58018:58276,WOMEN > 이너웨어 > 에어리즘 > 반팔,F,이너웨어·홈웨어,COMPARABLE,1,WOMEN,E457913,AIRismU넥T,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58018"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58276""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""short sleeve""}"
uniqlo,uniqlo:57892:57963:58018:58278,WOMEN > 이너웨어 > 에어리즘 > 속바지,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,1,WOMEN,E482154,AIRism속바지,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58018"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58278""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""petticoat""}"
uniqlo,uniqlo:57892:57963:58018:58280,WOMEN > 이너웨어 > 에어리즘 > 브라탑,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,1,WOMEN,E482184,AIRism브라캐미솔,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58018"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58280""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""bra top""}"
uniqlo,uniqlo:57892:57963:58018:58281,WOMEN > 이너웨어 > 에어리즘 > 브라,F,이너웨어·홈웨어,COMPARABLE,1,WOMEN,E464334,AIRism와이어리스브라(울트라릴랙스),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58018"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58281""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""bra""}"
uniqlo,uniqlo:57892:57963:58018:58285,WOMEN > 이너웨어 > 에어리즘 > 바디쉐이퍼,F,이너웨어·홈웨어,COMPARABLE,1,WOMEN,E481036,AIRism쉐이퍼쇼츠(서포트),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58018"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58285""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""body shaper shorts""}"
uniqlo,uniqlo:57892:57963:58019:98311,WOMEN > 이너웨어 > 히트텍 > 히트텍,F,이너웨어·홈웨어,COMPARABLE,3,WOMEN,E469740|E469742|E487124,히트텍U넥T(8부)|히트텍크루넥T(긴팔)|히트텍니트타이즈,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58019"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""98311""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""heattech""}"
uniqlo,uniqlo:57892:57963:58019:98312,WOMEN > 이너웨어 > 히트텍 > 히트텍 캐시미어 블렌드,F,이너웨어·홈웨어,COMPARABLE,4,WOMEN,E469765|E471601|E480342|E487201,히트텍캐시미어블렌드크루넥T(긴팔)엑스트라웜|히트텍캐시미어블렌드터틀넥T(긴팔)엑스트라웜|히트텍캐시미어블렌드U넥T(긴팔)엑스트라웜|히트텍캐시미어블렌드레깅스(10부)엑스트라웜,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58019"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""98312""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""cashmere blend""}"
uniqlo,uniqlo:57892:57963:58019:98314,WOMEN > 이너웨어 > 히트텍 > 히트텍 울트라 웜,F,이너웨어·홈웨어,COMPARABLE,2,WOMEN,E478965|E480966,히트텍울트라웜크루넥T(긴팔)|히트텍울트라웜레깅스(10부),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58019"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""98314""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""ultra warm""}"
uniqlo,uniqlo:57892:57963:58020:112674,WOMEN > 이너웨어 > 와이어리스 브라 > 액티브,F,이너웨어·홈웨어,COMPARABLE,1,WOMEN,E487016,와이어리스브라(액티브),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58020"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""112674""}","{""category"": ""bras"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""active""}"
uniqlo,uniqlo:57892:57963:58020:58301,WOMEN > 이너웨어 > 와이어리스 브라 > 3D 홀드,F,이너웨어·홈웨어,COMPARABLE,1,WOMEN,E482659,와이어리스브라(3D홀드),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58020"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58301""}","{""category"": ""bras"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""3dhold""}"
uniqlo,uniqlo:57892:57963:58020:62585,WOMEN > 이너웨어 > 와이어리스 브라 > 코튼,F,이너웨어·홈웨어,COMPARABLE,2,WOMEN,E488145|E489045,코튼와이어리스브라(라인)|코튼와이어리스브라(트라이앵글),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58020"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""62585""}","{""category"": ""bras"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""cotton""}"
uniqlo,uniqlo:57892:57963:58021:58304,WOMEN > 이너웨어 > 브라탑 > 에어리즘,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,2,WOMEN,E473979|E482189,AIRism브라탱크탑|AIRism코튼브라탱크탑,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58021"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58304""}","{""category"": ""bra tops"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""airism""}"
uniqlo,uniqlo:57892:57963:58021:58306,WOMEN > 이너웨어 > 브라탑 > 코튼,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,6,WOMEN,E482194|E482198|E482201|E482329|E484830,립브라탑|립브라탑(링거)|립크롭브라탑(링거)|레이서백브라탑|레이서백브라탑(스트라이프),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58021"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58306""}","{""category"": ""bra tops"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""cotton""}"
uniqlo,uniqlo:57892:57963:58022:58312,WOMEN > 이너웨어 > 언더웨어 > 심리스,F,이너웨어·홈웨어,COMPARABLE,2,WOMEN,E473944|E473945,AIRism심리스쇼츠(힙허거)|AIRism심리스쇼츠(저스트웨이스트),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58022"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58312""}","{""category"": ""underwear"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""seamless shorts""}"
uniqlo,uniqlo:57892:57963:58022:58313,WOMEN > 이너웨어 > 언더웨어 > 코튼 저지,F,이너웨어·홈웨어,COMPARABLE,13,WOMEN,E487024|E487026|E487028|E487030|E487036,코튼저지쇼츠(저스트웨이스트)|코튼저지쇼츠(저스트웨이스트)레이스|코튼저지쇼츠(저스트웨이스트)플라워A|코튼저지쇼츠(저스트웨이스트)플라워B|코튼저지쇼츠(저스트웨이스트)플라워E,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58022"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58313""}","{""category"": ""underwear"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""cotton""}"
uniqlo,uniqlo:57892:57963:58022:58316,WOMEN > 이너웨어 > 언더웨어 > 미들 웨이스트,F,이너웨어·홈웨어,COMPARABLE,5,WOMEN,E487038|E487040|E487044|E487046|E487048,코튼저지쇼츠(미들웨이스트)|코튼저지쇼츠(미들웨이스트)레이스|코튼저지쇼츠(미들웨이스트)플라워A|코튼저지쇼츠(미들웨이스트)도트|코튼저지쇼츠(미들웨이스트)플라워B,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58022"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58316""}","{""category"": ""underwear"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""regular""}"
uniqlo,uniqlo:57892:57963:58022:58319,WOMEN > 이너웨어 > 언더웨어 > 바디 쉐이퍼,F,이너웨어·홈웨어,COMPARABLE,1,WOMEN,E484940,AIRism쉐이퍼쇼츠(스무드),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58022"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58319""}","{""category"": ""underwear"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""body shaper shorts""}"
uniqlo,uniqlo:57892:57963:58023:58322,WOMEN > 이너웨어 > 레깅스 & 타이즈 > 히트텍,X,비교 제외,EXCLUDED,3,WOMEN,E487125|E487127|E487128,히트텍니트립타이즈|히트텍타이즈|히트텍엑스트라웜보아타이즈,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58023"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58322""}","{""category"": ""leggings and tights"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""heattech""}"
uniqlo,uniqlo:57892:57963:58023:98308,WOMEN > 이너웨어 > 레깅스 & 타이즈 > 레깅스,X,비교 제외,EXCLUDED,1,WOMEN,E469836,히트텍레깅스,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58023"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""98308""}","{""category"": ""leggings and tights"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""leggings""}"
uniqlo,uniqlo:57892:57963:58024:58325,WOMEN > 이너웨어 > 양말 > 쇼트 삭스,X,비교 제외,EXCLUDED,2,WOMEN,E464384|E482732,쇼트삭스3P(스포츠)|쇼트삭스3P(파일라인),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58024"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58325""}","{""category"": ""socks"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""short""}"
uniqlo,uniqlo:57892:57963:58024:58326,WOMEN > 이너웨어 > 양말 > 베리 쇼트 삭스,X,비교 제외,EXCLUDED,2,WOMEN,E464390|E464392,베리쇼트삭스3P(메쉬)|베리쇼트삭스3P(스포츠파일),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58024"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58326""}","{""category"": ""socks"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""very short""}"
uniqlo,uniqlo:57892:57963:58024:58330,WOMEN > 이너웨어 > 양말 > 그 외,X,비교 제외,EXCLUDED,1,WOMEN,E477074,슬라우치삭스3P,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58024"", ""class"": ""57963"", ""gender"": ""57892"", ""subcategory"": ""58330""}","{""category"": ""socks"", ""class"": ""innerwear"", ""gender"": ""women"", ""subcategory"": ""others""}"
uniqlo,uniqlo:57892:57964:58025:141118,WOMEN > 파자마 & 홈웨어 > 파자마 & 홈웨어 상의 > GU,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,1,WOMEN,E486718,GU코튼컬러라운지세트,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58025"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""141118""}","{""category"": ""loungewear and pajamas"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""gu""}"
uniqlo,uniqlo:57892:57964:58025:58332,WOMEN > 파자마 & 홈웨어 > 파자마 & 홈웨어 상의 > 긴팔 파자마,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,3,WOMEN,E488172|E488173|E488174,새틴파자마(프린트)|코튼파자마(깅엄체크)|코튼파자마(플라워),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58025"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""58332""}","{""category"": ""loungewear and pajamas"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""pajamas""}"
uniqlo,uniqlo:57892:57964:58025:58334,WOMEN > 파자마 & 홈웨어 > 파자마 & 홈웨어 상의 > 그 외,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,2,MEN|UNISEX|WOMEN,E461767|E488014,룸슈즈|립V넥가디건,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58025"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""58334""}","{""category"": ""loungewear and pajamas"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""others""}"
uniqlo,uniqlo:57892:57964:58025:74427,WOMEN > 파자마 & 홈웨어 > 파자마 & 홈웨어 상의 > 반팔 파자마,F|A,이너웨어·홈웨어|일반 상의,COMPARABLE,1,WOMEN,E482652,AIRism코튼파자마,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58025"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""74427""}","{""category"": ""loungewear and pajamas"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""short sleeve""}"
uniqlo,uniqlo:57892:57964:58026:112811,WOMEN > 파자마 & 홈웨어 > 라운지 팬츠 > 리넨 블렌드,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,1,WOMEN,E483903,리넨블렌드이지팬츠(스트라이프),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58026"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""112811""}","{""category"": ""lounge pants"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""linen blend""}"
uniqlo,uniqlo:57892:57964:58026:58335,WOMEN > 파자마 & 홈웨어 > 라운지 팬츠 > 이지 팬츠,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,4,WOMEN,E486317|E487589|E488167|E488168,립와이드이지팬츠|코튼볼륨이지팬츠|립와이드이지팬츠(스트라이프)|립와이드이지팬츠(플라워),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58026"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""58335""}","{""category"": ""lounge pants"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""long""}"
uniqlo,uniqlo:57892:57964:58026:58336,WOMEN > 파자마 & 홈웨어 > 라운지 팬츠 > 쇼트 팬츠,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,5,WOMEN,E483912|E483913|E488357|E488358|E489049,코튼이지쇼트팬츠(데님)|코튼이지쇼트팬츠(스트라이프)|코튼복서이지쇼트팬츠(프린트)|코튼복서이지쇼트팬츠(체크)|코튼복서이지쇼트팬츠(깅엄),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58026"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""58336""}","{""category"": ""lounge pants"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""short pants""}"
uniqlo,uniqlo:57892:57964:58026:94358,WOMEN > 파자마 & 홈웨어 > 라운지 팬츠 > 워셔블 니트 립 팬츠,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,1,WOMEN,E486095,워셔블니트팬츠(스무드),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58026"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""94358""}","{""category"": ""lounge pants"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""washable knit""}"
uniqlo,uniqlo:57892:57964:58026:94359,WOMEN > 파자마 & 홈웨어 > 라운지 팬츠 > 앵클 팬츠,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,2,WOMEN,E482243|E483896,코튼릴랙스앵클팬츠|코튼릴랙스앵클팬츠(데님),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58026"", ""class"": ""57964"", ""gender"": ""57892"", ""subcategory"": ""94359""}","{""category"": ""lounge pants"", ""class"": ""loungewear and homeware"", ""gender"": ""women"", ""subcategory"": ""ankle""}"
uniqlo,uniqlo:57892:57965:124369:124421,WOMEN > 액세서리 > 장갑 > 캐시미어,X,비교 제외,EXCLUDED,1,UNISEX|WOMEN,E486764,캐시미어니트글러브,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""124369"", ""class"": ""57965"", ""gender"": ""57892"", ""subcategory"": ""124421""}","{""category"": ""gloves"", ""class"": ""accessories"", ""gender"": ""women"", ""subcategory"": ""cashmere""}"
uniqlo,uniqlo:57892:57965:58029:62598,WOMEN > 액세서리 > 모자 > 비니,X,비교 제외,EXCLUDED,1,UNISEX|WOMEN,E486755,캐시미어니트비니,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58029"", ""class"": ""57965"", ""gender"": ""57892"", ""subcategory"": ""62598""}","{""category"": ""hats and caps"", ""class"": ""accessories"", ""gender"": ""women"", ""subcategory"": ""beanie""}"
uniqlo,uniqlo:57892:57965:58030:58353,WOMEN > 액세서리 > 스카프 & 목도리 > 스카프,X,비교 제외,EXCLUDED,1,UNISEX|WOMEN,E486760,캐시미어스카프,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58030"", ""class"": ""57965"", ""gender"": ""57892"", ""subcategory"": ""58353""}","{""category"": ""scarves and stoles"", ""class"": ""accessories"", ""gender"": ""women"", ""subcategory"": ""scarves""}"
uniqlo,uniqlo:57892:57965:58034:58367,WOMEN > 액세서리 > 우산 > 우산,X,비교 제외,EXCLUDED,1,MEN|UNISEX,E482268,UV PROTECTION컴팩트엄브렐라(열차단),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58034"", ""class"": ""57965"", ""gender"": ""57892"", ""subcategory"": ""58367""}","{""category"": ""accessories"", ""class"": ""accessories"", ""gender"": ""women"", ""subcategory"": ""umbrella""}"
uniqlo,uniqlo:57892:81619:82082:82480,WOMEN > 에어리즘 > 언더웨어 > 바디 쉐이퍼,F,이너웨어·홈웨어,COMPARABLE,1,WOMEN,E480785,AIRism쉐이퍼쇼츠(스무드),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""82082"", ""class"": ""81619"", ""gender"": ""57892"", ""subcategory"": ""82480""}","{""category"": ""underwear"", ""class"": ""airism"", ""gender"": ""women"", ""subcategory"": ""body shaper shorts""}"
uniqlo,uniqlo:57892:81619:82085:82136,WOMEN > 에어리즘 > 팬츠 > 조거,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,2,WOMEN,E455942|E458462,울트라스트레치액티브조거팬츠(다리길이66~68cm)|울트라스트레치액티브조거팬츠(다리길이71~73cm·긴기장),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""82085"", ""class"": ""81619"", ""gender"": ""57892"", ""subcategory"": ""82136""}","{""category"": ""bottoms"", ""class"": ""airism"", ""gender"": ""women"", ""subcategory"": ""jogger""}"
uniqlo,uniqlo:57892:95353:128380:128382,WOMEN > 니트 & 가디건 > 가디건 > 메리노,B|A,아우터|일반 상의,COMPARABLE,1,WOMEN,E469411,메리노크루넥가디건,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""128380"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""128382""}","{""category"": ""cardigan"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""extra fine merino""}"
uniqlo,uniqlo:57892:95353:128380:128384,WOMEN > 니트 & 가디건 > 가디건 > 캐시미어,B|A,아우터|일반 상의,COMPARABLE,1,WOMEN,E485329,캐시미어크루넥가디건,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""128380"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""128384""}","{""category"": ""cardigan"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""cashmere""}"
uniqlo,uniqlo:57892:95353:128380:128388,WOMEN > 니트 & 가디건 > 가디건 > 그 외,B|A,아우터|일반 상의,COMPARABLE,5,WOMEN,E484939|E485340|E485717|E487001|E491991,포인텔가디건|수플레얀릴랙스가디건|포인텔가디건(프린트)|라운드넥가디건(반팔)|케이블크루넥가디건,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""128380"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""128388""}","{""category"": ""cardigan"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""others""}"
uniqlo,uniqlo:57892:95353:128380:135281,WOMEN > 니트 & 가디건 > 가디건 > UV Protection,B|A,아우터|일반 상의,COMPARABLE,1,WOMEN,E465484,UV PROTECTION크루넥가디건(긴팔),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""128380"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""135281""}","{""category"": ""cardigan"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""uv protection""}"
uniqlo,uniqlo:57892:95353:128380:135282,WOMEN > 니트 & 가디건 > 가디건 > 스무드 코튼,B|A,아우터|일반 상의,COMPARABLE,3,WOMEN,E487005|E491115|E491602,스무드코튼풀집가디건|포인텔가디건(긴팔)|포인텔가디건(긴팔)하트,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""128380"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""135282""}","{""category"": ""cardigan"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""smooth cotton""}"
uniqlo,uniqlo:57892:95353:128380:136609,WOMEN > 니트 & 가디건 > 가디건 > 브이넥,B|A,아우터|일반 상의,COMPARABLE,3,WOMEN,E484938|E489398|E489399,라이트V넥가디건|립V넥가디건(스트라이프)|립V넥가디건(플라워),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""128380"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""136609""}","{""category"": ""cardigan"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""v neck""}"
uniqlo,uniqlo:57892:95353:95361:116336,WOMEN > 니트 & 가디건 > 니트 > 폴로 니트,A,일반 상의,COMPARABLE,2,WOMEN,E484607|E485224,폴로스웨터(반팔)|폴로스웨터(반팔)컬러블록,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""95361"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""116336""}","{""category"": ""sweaters and knitwear"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""polo shirts""}"
uniqlo,uniqlo:57892:95353:95361:95364,WOMEN > 니트 & 가디건 > 니트 > 반팔 니트,A,일반 상의,COMPARABLE,4,WOMEN,E469409|E485306|E485307|E488333,메리노크루넥스웨터(반팔)|메리노크루넥스웨터(반팔)|메리노블렌드폴로가디건(반팔)|메리노블렌드폴로가디건(반팔)아가일,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""95361"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""95364""}","{""category"": ""sweaters and knitwear"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""short half sleeve""}"
uniqlo,uniqlo:57892:95353:95361:95365,WOMEN > 니트 & 가디건 > 니트 > 긴팔 니트,A,일반 상의,COMPARABLE,6,UNISEX|WOMEN,E469410|E475053|E481731|E485310|E488210,메리노크루넥스웨터|스무드코튼크루넥스웨터|밀라노립풀집가디건|수플레얀크루넥스웨터|메리노블렌드헨리넥스웨터,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""95361"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""95365""}","{""category"": ""sweaters and knitwear"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""long sleeve""}"
uniqlo,uniqlo:57892:95353:95361:95369,WOMEN > 니트 & 가디건 > 니트 > 램스울,A,일반 상의,COMPARABLE,1,WOMEN,E488209,램스울크루넥스웨터,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""95361"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""95369""}","{""category"": ""sweaters and knitwear"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""lambswool""}"
uniqlo,uniqlo:57892:95353:95361:95370,WOMEN > 니트 & 가디건 > 니트 > 3D 니트,A,일반 상의,COMPARABLE,1,WOMEN,E485321,3D니트메리노블렌드립폴로스웨터,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""95361"", ""class"": ""95353"", ""gender"": ""57892"", ""subcategory"": ""95370""}","{""category"": ""sweaters and knitwear"", ""class"": ""sweaters and knitwear"", ""gender"": ""women"", ""subcategory"": ""3d knit""}"
