"쇼핑몰","원본 카테고리 경로","원본 실측 항목명","등장 상품 수","카테고리 상품 수","확보율","표준 실측명 후보","매핑 확실성","단위","측정 기준 설명","동명 이의어·이명 동의어","교차 비교 가능 여부","측정 기준 차이·제한 사유"
"무신사","아우터 / 경량 패딩/패딩 베스트 / 경량 패딩","소매길이","1","1","1/1 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","총장","7","7","7/7 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","허리단면","7","7","7/7 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","엉덩이단면","7","7","7/7 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","허벅지단면","7","7","7/7 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","밑위","7","7","7/7 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","밑단단면","7","7","7/7 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","총장","3","3","3/3 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","허리단면","3","3","3/3 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","엉덩이단면","3","3","3/3 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","허벅지단면","3","3","3/3 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","밑위","3","3","3/3 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","밑단단면","3","3","3/3 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","총장","2","2","2/2 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","허리단면","2","2","2/2 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","엉덩이단면","2","2","2/2 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","허벅지단면","2","2","2/2 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","밑위","2","2","2/2 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","밑단단면","2","2","2/2 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","총장","4","4","4/4 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","허리단면","4","4","4/4 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","엉덩이단면","4","4","4/4 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","허벅지단면","4","4","4/4 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","밑위","4","4","4/4 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","밑단단면","4","4","4/4 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","총장","8","8","8/8 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","허리단면","8","8","8/8 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","엉덩이단면","8","8","8/8 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","허벅지단면","8","8","8/8 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","밑위","8","8","8/8 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 코튼 팬츠","밑단단면","8","8","8/8 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","총장","6","7","6/7 = 85.7%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","허리단면","6","7","6/7 = 85.7%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","엉덩이단면","6","7","6/7 = 85.7%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","허벅지단면","6","7","6/7 = 85.7%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","밑위","6","7","6/7 = 85.7%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","밑단단면","6","7","6/7 = 85.7%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","총장","5","5","5/5 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","허리단면","5","5","5/5 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","엉덩이단면","5","5","5/5 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","허벅지단면","5","5","5/5 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","밑위","5","5","5/5 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 데님 팬츠","밑단단면","5","5","5/5 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","총장","9","9","9/9 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","허리단면","9","9","9/9 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","엉덩이단면","9","9","9/9 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","허벅지단면","9","9","9/9 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","밑위","9","9","9/9 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 슈트 팬츠/슬랙스","밑단단면","9","9","9/9 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","총장","6","6","6/6 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","허리단면","6","6","6/6 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","엉덩이단면","6","6","6/6 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","허벅지단면","6","6","6/6 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","밑위","6","6","6/6 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","밑단단면","6","6","6/6 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","총장","2","2","2/2 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","허리단면","2","2","2/2 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","엉덩이단면","2","2","2/2 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","허벅지단면","2","2","2/2 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","밑위","2","2","2/2 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 숏 팬츠","밑단단면","2","2","2/2 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","허리단면","1","1","1/1 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","엉덩이단면","1","1","1/1 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","허벅지단면","1","1","1/1 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","밑위","1","1","1/1 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","밑단단면","1","1","1/1 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","허리단면","1","1","1/1 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","엉덩이단면","1","1","1/1 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","허벅지단면","1","1","1/1 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","밑위","1","1","1/1 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","스포츠/레저 / 하의 / 기타 바지","밑단단면","1","1","1/1 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","총장","2","2","2/2 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","허리단면","2","2","2/2 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","엉덩이단면","2","2","2/2 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","허벅지단면","2","2","2/2 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","밑위","2","2","2/2 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 트레이닝/조거 팬츠","밑단단면","2","2","2/2 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","허리단면","1","1","1/1 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","엉덩이단면","1","1","1/1 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","허벅지단면","1","1","1/1 = 100.0%","허벅지","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","밑위","1","1","1/1 = 100.0%","밑위","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","바지 / 기타 하의","밑단단면","1","1","1/1 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니원피스","총장","6","6","6/6 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니원피스","어깨너비","6","6","6/6 = 100.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니원피스","가슴단면","6","6","6/6 = 100.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니원피스","소매길이","6","6","6/6 = 100.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니원피스","엉덩이단면","6","6","6/6 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디스커트","총장","3","3","3/3 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디스커트","허리단면","3","3","3/3 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디스커트","엉덩이단면","3","3","3/3 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디스커트","밑단단면","3","3","3/3 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디원피스","총장","2","3","2/3 = 66.7%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디원피스","어깨너비","2","3","2/3 = 66.7%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디원피스","가슴단면","2","3","2/3 = 66.7%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디원피스","소매길이","2","3","2/3 = 66.7%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미디원피스","엉덩이단면","2","3","2/3 = 66.7%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 맥시원피스","총장","3","4","3/4 = 75.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 맥시원피스","어깨너비","3","4","3/4 = 75.0%","어깨","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 맥시원피스","가슴단면","3","4","3/4 = 75.0%","가슴","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 맥시원피스","소매길이","3","4","3/4 = 75.0%","소매","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 맥시원피스","엉덩이단면","3","4","3/4 = 75.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니스커트","총장","2","3","2/3 = 66.7%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니스커트","허리단면","2","3","2/3 = 66.7%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니스커트","엉덩이단면","2","3","2/3 = 66.7%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 미니스커트","밑단단면","2","3","2/3 = 66.7%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 롱스커트","총장","1","1","1/1 = 100.0%","총장","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 롱스커트","허리단면","1","1","1/1 = 100.0%","허리","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 롱스커트","엉덩이단면","1","1","1/1 = 100.0%","엉덩이","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"무신사","원피스/스커트 / 롱스커트","밑단단면","1","1","1/1 = 100.0%","밑단","추정 매핑","cm(응답 관행; 명시 확인 불가)","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"유니클로","/kr/ko/women/tops/t-shirts","전체 길이","35","35","35/35 = 100.0%","총장","추정 매핑","cm|inch","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"유니클로","/kr/ko/women/tops/t-shirts","어깨너비(솔기에서 솔기까지)","30","35","30/35 = 85.7%","어깨","추정 매핑","cm|inch","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"유니클로","/kr/ko/women/tops/t-shirts","가슴너비","35","35","35/35 = 100.0%","가슴","추정 매핑","cm|inch","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
"유니클로","/kr/ko/women/tops/t-shirts","등 중심부터 소매까지 길이","23","35","23/35 = 65.7%","소매","추정 매핑","cm|inch","확인할 수 없음","확인할 수 없음","조건부 가능","카테고리·측정 기준별 의미 검증 필요"
